relation,postag1,postag2,entity1,entity2,reverse,prediction
PART_WHOLE,NNS,NNP,discourse relations,Czech,False,MODEL-FEATURE
PART_WHOLE,NNS,NN,syntactically motivated relations,discourse,False,PART_WHOLE
PART_WHOLE,NN,NNP,syntactico-semantic (tectogrammatical) annotation,Prague Dependency Treebank,False,COMPARE
MODEL-FEATURE,NN,NN,discourse level,annotation,False,RESULT
COMPARE,NN,NN,Praguian dependency-based approach,Penn discourse annotation,False,RESULT
USAGE,NN,NN,unsupervised automatic acquisition,general and domain corpora,True,TOPIC
MODEL-FEATURE,NN,NNP,lexico-syntactic knowledge,SCFs,False,COMPARE
MODEL-FEATURE,NN,NNS,verbs,SCFs distributions,True,MODEL-FEATURE
MODEL-FEATURE,NN,VBZ,verbs,frames,True,MODEL-FEATURE
USAGE,NN,NNS,translation,traditional MT architectural designs,True,USAGE
USAGE,NN,NN,semantic representation,virtual reality 3D scene modeling software,False,RESULT
PART_WHOLE,NN,NN,interlingua,multi-pathway MT architecture design,False,RESULT
USAGE,NNS,NN,cognitively well-motivated interfaces,display of graphical information,True,TOPIC
USAGE,NN,NN,natural language generation,interaction,False,RESULT
PART_WHOLE,NNS,NNS,vocabularies,words,True,PART_WHOLE
MODEL-FEATURE,NNP,NN,continuous density HMM,Gaussian mixture,True,TOPIC
USAGE,NNS,NN,n-gram statistics,language modeling,False,USAGE
USAGE,NN,NN,forward pass,word graph,True,TOPIC
USAGE,NN,NNS,Acoustic modeling,cepstrum-based features,True,USAGE
USAGE,NN,NN,system,multi-component architecture,True,RESULT
USAGE,NNS,NNS,components,names,False,MODEL-FEATURE
USAGE,NN,NN,component,decision tree architecture,True,TOPIC
MODEL-FEATURE,NN,NN,evidence,unknown word,False,RESULT
PART_WHOLE,NNS,NNS,live closed captions,unknown words,True,PART_WHOLE
USAGE,NNS,NN,Recognition of proper nouns,Japanese text,False,PART_WHOLE
PART_WHOLE,NN,NN,morphological analysis,Japanese text processing,False,RESULT
USAGE,NN,JJ,morphological analysis problem,Japanese,False,COMPARE
USAGE,NN,NNS,morphological analyzer,"recognition and classification of proper names, numerical and te",False,COMPARE
USAGE,NNS,NNS,dictionaries,Japanese character strings,False,MODEL-FEATURE
USAGE,NNS,NNS,rules,segmented strings,False,PART_WHOLE
USAGE,NN,NNS,practically unsupervised learning method,single-snippet answers,False,COMPARE
USAGE,NNS,NNS,on-line encyclopedias and dictionaries,positive and negative definition examples,False,MODEL-FEATURE
PART_WHOLE,NNS,NN,terms,corpora,False,PART_WHOLE
PART_WHOLE,NNS,NN,terms,corpus,False,PART_WHOLE
MODEL-FEATURE,NNS,NNS,hierarchical (or other types of) relations,terms,False,MODEL-FEATURE
USAGE,NN,NNS,terminology structuring,lexical methods,True,USAGE
PART_WHOLE,NNS,NNS,terms,content words,True,TOPIC
PART_WHOLE,NNS,NN,terms,hierarchically-structured terminology,False,PART_WHOLE
COMPARE,NNS,NNS,lexically-induced relations,MeSH relations,False,MODEL-FEATURE
PART_WHOLE,NNS,NNP,relations,MeSH,False,PART_WHOLE
MODEL-FEATURE,NNS,NNP,naming conventions,MeSH,False,PART_WHOLE
PART_WHOLE,NNS,NN,translations,"small, domain-specific corpus",False,PART_WHOLE
MODEL-FEATURE,NNS,NNS,frequency profiles,parallel concordances,False,MODEL-FEATURE
USAGE,NNS,NNS,conventional statistical methods,large corpora,True,TOPIC
USAGE,NNS,NNS,lexical approaches,bilingual dictionaries,True,TOPIC
PART_WHOLE,NN,NNS,parallel corpus,Chinese words,True,USAGE
PART_WHOLE,NN,NN,translation lexicon,legal terminology,True,TOPIC
USAGE,NN,NN,Coedition,natural language text,False,RESULT
MODEL-FEATURE,NN,NNS,tree,crossing liaisons,True,USAGE
USAGE,NN,NNS,Expectation-Maximization (EM) algorithm,text classification problems,False,COMPARE
MODEL-FEATURE,NN,NN,EM algorithm,optimum iteration number,True,TOPIC
PART_WHOLE,NNS,NNP,noun WSD problems,Japanese Dictionary Task in SENSEVAL2,False,PART_WHOLE
PART_WHOLE,NN,NN,user knowledge modeling architecture,ICICLE system,False,RESULT
USAGE,NN,NNP,language tutoring application,written English,False,COMPARE
USAGE,NN,NN,model design,second language and cognitive skill acquisition,True,TOPIC
USAGE,NNS,NNS,Japanese parsers,decision trees,True,TOPIC
MODEL-FEATURE,NN,NNS,decision tree,modification probabilities,False,COMPARE
USAGE,NNS,NN,decision trees,probability estimation,False,PART_WHOLE
USAGE,NN,NNP,word significance,speech-based Information Retrieval,False,COMPARE
MODEL-FEATURE,NN,NNS,significance,words,False,PART_WHOLE
COMPARE,NN,NN,weight,word error rate,False,RESULT
USAGE,NN,NN,decoding strategy,Minimum Bayes-Risk framework,True,TOPIC
COMPARE,NNP,NNP,ASR,IR,False,COMPARE
USAGE,NN,NN,automatic estimation method,word significance,False,RESULT
USAGE,NNS,NN,method to automatically acquire paraphrases,bilingual corpora,True,TOPIC
USAGE,NNS,NNS,bilingual dependency relations,statistical alignment techniques,True,TOPIC
MODEL-FEATURE,NN,NN,sense,phrase,False,PART_WHOLE
MODEL-FEATURE,NNS,NN,paraphrases,context,True,MODEL-FEATURE
USAGE,NN,NNS,generalized translation knowledge,paraphrases,True,MODEL-FEATURE
MODEL-FEATURE,NN,NN,generalized translation knowledge,Korean-English translation,False,RESULT
PART_WHOLE,NN,NNS,parallel corpora,Korean and English language pairs,True,USAGE
RESULT,NN,NN,paraphrasing method,precision,False,RESULT
PART_WHOLE,NN,NN,translation knowledge,bilingual corpora,False,RESULT
MODEL-FEATURE,NNS,NN,paraphrases,compression ratio,True,PART_WHOLE
MODEL-FEATURE,NN,NN,computational model,word segmentation,False,USAGE
USAGE,NNS,NN,statistical learning mechanisms,cognitive psychology,False,PART_WHOLE
PART_WHOLE,NN,NN,Dictionary construction,machine translation system,False,RESULT
USAGE,NN,NNS,dictionary,linguistic resources,True,USAGE
USAGE,NN,NN,algorithm,language pairs,False,USAGE
USAGE,NN,NN,Korean-to-Japanese dictionary,pivot,True,TOPIC
MODEL-FEATURE,NN,NNS,directionality,dictionaries,False,COMPARE
USAGE,NN,NN,one-time look up method,Korean-to-English and a Japanese-to-English dictionary,True,TOPIC
USAGE,NN,NNS,discourse structure,discourse connectives,True,USAGE
PART_WHOLE,NNS,NN,gene and protein interactions,biomedical text,False,PART_WHOLE
PART_WHOLE,NNS,NNS,complex sentences,simple clausal structures,True,TOPIC
MODEL-FEATURE,NNS,NNS,biological entities,biomedical and linguistic ontologies,True,TOPIC
USAGE,NN,NNS,extraction system,complex sentences,False,COMPARE
PART_WHOLE,NNS,NN,multiple and nested interactions,sentence,False,PART_WHOLE
RESULT,NN,NN,IntEx system,performance,False,RESULT
MODEL-FEATURE,NN,NNS,distance,concepts,False,COMPARE
PART_WHOLE,NNS,NN,categories,thesaurus,False,PART_WHOLE
PART_WHOLE,NNS,NN,coarse-grained concepts,concept-concept matrix,False,PART_WHOLE
COMPARE,NNS,NNS,concept-distance measures,traditional distributional word-distance measures,False,MODEL-FEATURE
MODEL-FEATURE,NN,NN,word pairs,semantic distance,True,USAGE
COMPARE,NNS,NNS,WordNet-based measures,distributional concept-distance measures,False,MODEL-FEATURE
MODEL-FEATURE,JJ,NNS,labeled directed graph,linguistic structures,False,COMPARE
MODEL-FEATURE,NNS,NNS,NLP tasks,graph transformations,True,TOPIC
MODEL-FEATURE,NNS,NN,identification of non-local depenencies,Penn Treebank data,False,PART_WHOLE
MODEL-FEATURE,NN,NN,semantic role labeling,Proposition Bank data,False,USAGE
MODEL-FEATURE,VBZ,NN,blog posts,relevance,True,TOPIC
USAGE,NN,NNS,topical blog post retrieval,textual credibility indicators,True,TOPIC
USAGE,NNS,NN,indicators,retrieval approach,False,PART_WHOLE
RESULT,NNS,NN,credibility indicators,retrieval effectiveness,False,PART_WHOLE
PART_WHOLE,NNS,NNS,words,song lyrics,False,MODEL-FEATURE
MODEL-FEATURE,NN,NN,sentiment vector space model,song lyric document,False,RESULT
COMPARE,NN,NN,s-VSM model,VSM model,False,RESULT
MODEL-FEATURE,NN,NN,source language,EUROPARL corpus,False,RESULT
MODEL-FEATURE,NNS,NNS,frequency counts,word n-grams,False,USAGE
RESULT,NN,NN,accuracy,classification method,True,RESULT
PART_WHOLE,NNS,NN,Words,Chinese text,False,PART_WHOLE
USAGE,NNP,NN,MT,Chinese word segmenter,True,TOPIC
USAGE,NN,NN,Bayesian semi-supervised Chinese word segmentation model,monolingual and bilingual information,True,TOPIC
USAGE,NN,NNP,segmentation,MT,False,USAGE
USAGE,NNS,NNS,automatic evaluations,high-quality data,True,PART_WHOLE
USAGE,NNS,NN,different-quality references,evaluation,False,PART_WHOLE
USAGE,NNS,NNP,automatic metrics,MT,False,USAGE
MODEL-FEATURE,NNS,NNS,queries,wildcards,True,PART_WHOLE
USAGE,NN,NN,unsupervised learning,morphological and syntactic information,True,TOPIC
USAGE,NN,NN,unsupervised learning,syntactic information,True,TOPIC
PART_WHOLE,NNS,NN,languages,morphology,True,MODEL-FEATURE
COMPARE,NN,NN,morphology,word order,False,RESULT
USAGE,NN,NN,computational model,POS learning,False,USAGE
MODEL-FEATURE,NNP,NN,Bulgarian,free word order,False,COMPARE
USAGE,NN,NN,CoNLL 2008 shared task,generative history-based latent variable model,True,TOPIC
MODEL-FEATURE,NN,NNS,derivation,syntactic and semantic dependencies,False,COMPARE
RESULT,NN,NN,model,macro-average F1 performance,False,RESULT
RESULT,NN,NNP,model,macro-average F1,False,RESULT
USAGE,NNS,NNS,architectural modules,language functionalities,False,MODEL-FEATURE
PART_WHOLE,NNS,NN,modules,architecture,False,PART_WHOLE
PART_WHOLE,NN,NN,pipelined NLG architecture,revision component,True,TOPIC
RESULT,NN,VBG,accuracy,part of speech (pos) tagging,True,RESULT
USAGE,NN,NN,parser,pos tag ambiguity,False,COMPARE
USAGE,NNS,NNS,grammar formalisms,fine-grained grammatical categories,True,PART_WHOLE
USAGE,NN,VBG,multi-tagging approach,ccg parsing,False,RESULT
RESULT,NN,NN,pos tag ambiguity,ccg supertagging,False,RESULT
USAGE,NN,NN,punctuation,discourse processing,False,PART_WHOLE
MODEL-FEATURE,NN,NNS,discursive usage,Chinese punctuation marks,False,COMPARE
COMPARE,NNS,NNS,rhetorical patterns,patterns,False,MODEL-FEATURE
COMPARE,NNS,NNS,Chinese punctuation marks,cue phrases,False,MODEL-FEATURE
USAGE,NN,NN,algorithms,intractability,False,RESULT
MODEL-FEATURE,NN,JJ,classifier word,noun,False,PART_WHOLE
MODEL-FEATURE,JJ,JJ,classifier,concrete noun,False,COMPARE
MODEL-FEATURE,JJ,JJ,classifier,noun,False,COMPARE
MODEL-FEATURE,JJ,JJ,classifier,noun,False,COMPARE
USAGE,NN,NN,corpus-based method,classifier assignment,False,RESULT
USAGE,NN,NNS,unsupervised learning method,associative relationships between verb phrases,False,COMPARE
USAGE,NN,NN,unsupervised learning method,associative relationship,False,RESULT
USAGE,NN,NNS,expectation-maximization (EM) based word-clustering algorithm,Japanese verb phrases,False,COMPARE
COMPARE,NNS,NNS,models,preceding words,False,MODEL-FEATURE
USAGE,NN,NN,entirely data-driven model selection procedure,genetic search,True,TOPIC
USAGE,NNS,NNS,knowledge-based and random selection procedures,language modeling tasks,False,MODEL-FEATURE
MODEL-FEATURE,NNS,NNS,analytical inverses,compositional syntax rules,False,MODEL-FEATURE
USAGE,NNS,NN,Definite Clause Grammar techniques,parser,False,RESULT
USAGE,NNP,IN,parser MDCC,augmented Friedman - Warren algorithm,True,TOPIC
MODEL-FEATURE,NN,NN,derivational history,reduced IL formulae,False,RESULT
USAGE,NN,NN,machine translation,formalism,True,TOPIC
MODEL-FEATURE,NN,NN,compositionality,translation,False,RESULT
PART_WHOLE,NN,NN,anaphoric component,Mimo formalism,False,RESULT
USAGE,NNP,NN,Mimo,translation,False,COMPARE
USAGE,NN,NNS,anaphoric component,linguistic phenomena,False,COMPARE
USAGE,NN,NN,domain independent model,automated interpretation,False,RESULT
PART_WHOLE,NNS,NNP,nominal compounds,English,False,TOPIC
MODEL-FEATURE,NNS,NNS,morpho-syntactic and semantic characteristics,nominal constituents,False,MODEL-FEATURE
MODEL-FEATURE,NN,NNS,predicative information,nominals,False,COMPARE
COMPARE,NNS,NN,generalizable semantic principles,domain-specific semantic information,False,PART_WHOLE
MODEL-FEATURE,NN,NNS,interpretation,compounds,False,MODEL-FEATURE
MODEL-FEATURE,NN,NN,entity-based representation,discourse,False,RESULT
MODEL-FEATURE,NN,NN,coherence assessment,ranking learning problem,True,TOPIC
COMPARE,NN,NN,induced model,state-of-the-art coherence model,False,RESULT
USAGE,NN,NN,Sentence boundary detection,speech recognition,False,USAGE
USAGE,NNS,NNS,hidden Markov model (HMM) and maximum entropy (Maxent) classifie,knowledge sources,True,PART_WHOLE
COMPARE,NNS,NN,human transcriptions,speech recognition,False,USAGE
COMPARE,NNP,NNS,CRF,HMM and Max-ent models,False,COMPARE
MODEL-FEATURE,NNS,NN,training and test data,topic,True,TOPIC
MODEL-FEATURE,NNS,NNS,training data,emoticons,True,USAGE
USAGE,NN,NNS,natural language processing,Japanese natural language processing studies,False,USAGE
MODEL-FEATURE,NNS,NNS,co-occurrence similarities,terms,False,MODEL-FEATURE
USAGE,NNS,NN,query terms,retrieval,False,PART_WHOLE
COMPARE,NNS,NNS,useful terms,query terms,False,MODEL-FEATURE
MODEL-FEATURE,NNS,NNS,Term similarities,query terms,False,MODEL-FEATURE
MODEL-FEATURE,NNS,NNS,weights,query terms,False,MODEL-FEATURE
MODEL-FEATURE,NN,NN,structure of communicative context,dialogue interaction,False,RESULT
USAGE,NNS,NN,Memo-functions,parse forest,False,PART_WHOLE
PART_WHOLE,NNS,NNS,grammars,regular expressions,True,USAGE
USAGE,NNP,NNS,LR-parser,CF grammars,False,COMPARE
MODEL-FEATURE,NN,NNS,generative probabilistic model,parse trees,False,COMPARE
USAGE,NNS,NN,CFG rules,parsed corpus,True,TOPIC
USAGE,VBG,JJ,training,EM-algorithm,True,USAGE
USAGE,VBG,NNP,parsing,PCFG-LA,True,USAGE
RESULT,NN,NN,model,performance,False,RESULT
PART_WHOLE,VBZ,NNS,sentences,words,True,PART_WHOLE
USAGE,NN,NN,unlexicalized PCFG parser,manual feature selection,True,TOPIC
USAGE,NN,NNP,feature-based relation extraction,SVM,True,TOPIC
RESULT,VBG,NN,phrase chunking,performance improvement,False,RESULT
RESULT,NN,NN,semantic information,performance,False,RESULT
COMPARE,NN,NNS,system,systems,False,RESULT
USAGE,NN,NNS,system,acquiring adjectival subcategorization frames,False,RESULT
MODEL-FEATURE,NNP,NNS,English,corpus data,False,COMPARE
PART_WHOLE,NN,NN,system,decision-tree classifier,True,RESULT
PART_WHOLE,NNS,NN,grammatical relations,output,False,USAGE
MODEL-FEATURE,NN,NNS,grs,frames,True,MODEL-FEATURE
RESULT,NN,NN,system,70% precision,False,RESULT
USAGE,NN,NN,tool,linguistic annotation,False,RESULT
PART_WHOLE,NN,NNS,scfs,corpus data,False,COMPARE
USAGE,NNS,NN,training and test data,subcategorization acquisition,False,PART_WHOLE
MODEL-FEATURE,NN,JJ,raw text,French,True,PART_WHOLE
MODEL-FEATURE,NNS,NN,expletive occurrences,pronoun,False,MODEL-FEATURE
RESULT,NN,NNP,precision rate,ILIMP,True,TOPIC
USAGE,NNS,NN,tasks,method,True,TOPIC
USAGE,NNP,NN,ILIMP,syntactic analysis system,False,COMPARE
USAGE,NN,NN,Systemic grammar,AI text generation,False,RESULT
USAGE,NNS,NN,AI problem solving techniques,systemic grammar,False,PART_WHOLE
USAGE,NN,NN,text generation,linguistic theory,True,USAGE
TOPIC,NN,NNS,critical discussion,evaluation of Natural Language systems,False,COMPARE
USAGE,NN,NN,task,data retrieval,True,TOPIC
USAGE,NN,NN,laboratory study,Wizard of Oz technique,True,TOPIC
MODEL-FEATURE,NN,NN,structure,information source,False,RESULT
TOPIC,NNS,NN,Semantic theories,natural language,False,MODEL-FEATURE
MODEL-FEATURE,NNS,NNS,meanings,utterances,False,PART_WHOLE
MODEL-FEATURE,NNS,NNS,meanings,lexical items,False,MODEL-FEATURE
MODEL-FEATURE,NN,NNS,meaning,units,False,MODEL-FEATURE
USAGE,NNS,NN,constituent structure trees,semantic composition,False,PART_WHOLE
PART_WHOLE,NN,NNP,functional structure,LFG,False,USAGE
USAGE,NN,NNS,syntactic information,derivations,False,MODEL-FEATURE
COMPARE,NNS,NN,compositional approaches,deductive approach,False,PART_WHOLE
PART_WHOLE,NN,NN,information,functional structure,False,MODEL-FEATURE
MODEL-FEATURE,NNP,NN,LFG,completeness,True,TOPIC
PART_WHOLE,NNS,NNS,sentences,quantification over events,True,PART_WHOLE
PART_WHOLE,NNS,NN,quantified sentences,temporal connective,True,TOPIC
PART_WHOLE,NN,NN,temporal connective,subordinate clause,False,RESULT
TOPIC,NN,NN,proportion problem,Generalized Quantifier approach,True,TOPIC
USAGE,NN,NNP,problem,DRT,True,TOPIC
USAGE,NN,VBP,solution,temporal anaphora phenomena,False,MODEL-FEATURE
USAGE,NNP,NN,domain-independent means of evaluating Spoken Language Systems,software,True,TOPIC
MODEL-FEATURE,NNS,NNS,specifications,answer expressions,False,MODEL-FEATURE
MODEL-FEATURE,NN,NNS,syntax,answer expressions,False,COMPARE
PART_WHOLE,NNS,NN,data,test corpora,False,PART_WHOLE
USAGE,NNS,NNP,procedures,Comparator,False,PART_WHOLE
MODEL-FEATURE,NNP,NNS,CAS,domains,True,USAGE
MODEL-FEATURE,NN,JJ,Comparator software,domain-independent,True,USAGE
TOPIC,NN,NNP,speech and text image processing,Xerox PARC,True,TOPIC
PART_WHOLE,NN,NNS,recognition technology,document-oriented applications,False,COMPARE
COMPARE,NNS,NNS,text processors,audio and scanned image data,False,MODEL-FEATURE
USAGE,NN,NN,speech and text-image recognition,documents with signal content,False,RESULT
MODEL-FEATURE,NN,NN,statistical profile,Named Entity task,False,RESULT
MODEL-FEATURE,NN,NNS,corpora,languages,True,USAGE
RESULT,NNS,NN,results,statistical analysis,True,TOPIC
USAGE,NN,NN,algorithm,lower bound estimation,False,USAGE
TOPIC,NNS,NN,cross-lingual comparisons,analysis,True,TOPIC
USAGE,NN,NNS,question-focused sentence retrieval,news articles,False,COMPARE
PART_WHOLE,NN,NN,story,corpus,False,PART_WHOLE
PART_WHOLE,NNS,NN,sentences,answer,True,PART_WHOLE
USAGE,NN,NN,sentence retrieval problem,"stochastic, graph-based method",True,TOPIC
COMPARE,NN,NN,method,baseline,False,COMPARE
MODEL-FEATURE,NN,NN,similarity,sentence,False,MODEL-FEATURE
RESULT,NN,NN,method,TRDR score,False,RESULT
MODEL-FEATURE,NN,NNS,model,class of languages,False,RESULT
PART_WHOLE,NN,NNS,reduplication,context-free languages,False,COMPARE
USAGE,NN,NN,pushdown automaton,stack,True,TOPIC
PART_WHOLE,NNS,NNS,reduplications,natural languages,False,MODEL-FEATURE
PART_WHOLE,NNS,JJ,quantifying noun groups,German,False,PART_WHOLE
MODEL-FEATURE,NN,NN,grammar sensu stricto,treebank,True,TOPIC
PART_WHOLE,NN,JJ,annotation,tree-bank,False,MODEL-FEATURE
USAGE,NN,NNS,treebank,theoretical linguistic investigations,False,COMPARE
USAGE,NN,NN,extraction tool,German text corpora,False,RESULT
PART_WHOLE,NNS,NNS,Metagrammatical formalisms,context-free phrase structure rules,True,PART_WHOLE
PART_WHOLE,NN,NNS,syntax,natural languages,False,COMPARE
MODEL-FEATURE,NN,NN,formalization,attentional structure in discourse,False,MODEL-FEATURE
USAGE,NN,NN,algorithm,discourse context,False,USAGE
USAGE,NN,NN,HPSG natural language system,database query application,False,RESULT
PART_WHOLE,NNP,NN,HPSG,principle-based theory,True,TOPIC
USAGE,NNP,NNS,TAG,lexicalized structures,False,COMPARE
PART_WHOLE,NNS,NN,projection of structures,lexicon,False,PART_WHOLE
USAGE,NN,NN,Boolean matrix multiplication,CFG parsing,False,RESULT
MODEL-FEATURE,NNS,NN,CFG parsers,time,True,TOPIC
MODEL-FEATURE,NN,NN,formal definition,parsing,False,USAGE
RESULT,NN,NN,CFG parser,BMM algorithm,False,RESULT
MODEL-FEATURE,NNP,NNP,primitive Optimality Theory,OT,False,COMPARE
USAGE,NNS,NNP,theories,Generalized Alignment,True,PART_WHOLE
USAGE,NNS,NNS,surface forms,finite-state methods,True,PART_WHOLE
MODEL-FEATURE,NNS,NN,methods,time exponential on the size of the grammar,True,TOPIC
MODEL-FEATURE,NN,JJ,generation problem,NP-complete,True,USAGE
MODEL-FEATURE,NNS,NNP,regular languages,formal intersections of FSAs,True,PART_WHOLE
PART_WHOLE,NNS,NNP,Wall Street Journal articles,Penn Treebank Corpus,False,PART_WHOLE
USAGE,NNS,NN,hardware designs,model checking,True,TOPIC
MODEL-FEATURE,NNS,NNP,circuit specifications,temporal logic CTL,True,PART_WHOLE
PART_WHOLE,NN,NNP,restricted subset,English,False,PART_WHOLE
MODEL-FEATURE,NN,NNP,semantic expressibility,CTL,False,COMPARE
TOPIC,NNS,NNP,computational semantic analyses,English,False,PART_WHOLE
PART_WHOLE,NNS,NN,sentences,subset,False,PART_WHOLE
USAGE,NN,JJ,unlexicalized parser,German,False,MODEL-FEATURE
RESULT,NN,NNP,suffix analysis,labelled bracket F-score,False,COMPARE
USAGE,VBG,NN,smoothing,unlexicalized parser,False,RESULT
USAGE,NN,NN,alignment adaptation approach,domain-specific (in-domain) word alignment,False,RESULT
USAGE,NN,NN,out-of-domain corpus,in-domain word alignment,False,RESULT
COMPARE,NN,NN,out-of-domain corpus,in-domain corpus,False,RESULT
RESULT,NN,NN,domain-specific word alignment,relative error rate reduction,False,RESULT
PART_WHOLE,NN,NN,modular architecture,understanding,True,USAGE
MODEL-FEATURE,NN,NNS,interpretation,conceptual operations,False,MODEL-FEATURE
PART_WHOLE,NNS,NN,functions,formal language,False,PART_WHOLE
MODEL-FEATURE,NN,NNP,conceptual system,NL,False,COMPARE
MODEL-FEATURE,NNP,NN,KL-ONE,epistemological level,False,COMPARE
MODEL-FEATURE,NNP,NN,KL-Conc,conceptual level,False,COMPARE
MODEL-FEATURE,NNS,NN,verb forms,information,True,MODEL-FEATURE
PART_WHOLE,NN,NN,event,sentence,False,PART_WHOLE
PART_WHOLE,NN,NN,event,sentence,False,PART_WHOLE
MODEL-FEATURE,NNS,NN,verb form meanings,habituality,True,TOPIC
MODEL-FEATURE,NNS,NNS,relations,representations,False,PART_WHOLE
USAGE,NN,NNS,declarative formalism,mappings,False,COMPARE
MODEL-FEATURE,NN,NN,ellipsis resolution,discourse copying algorithm,True,TOPIC
COMPARE,NNP,NNS,full NPs,referential elements,False,COMPARE
MODEL-FEATURE,NNS,NN,predictions,ellipsis,False,PART_WHOLE
PART_WHOLE,NNS,NNS,sentences,chunks of words,True,PART_WHOLE
USAGE,NN,VBG,data representation,chunking,False,RESULT
MODEL-FEATURE,NNS,NNS,data representations,noun phrase chunks,False,MODEL-FEATURE
RESULT,NN,NN,data representation choice,chunking performance,False,RESULT
RESULT,NN,NNS,memory-based learning chunker,chunking results,False,COMPARE
USAGE,NN,NN,part-of-speech tagging,statistical and constraint-based disambiguation,True,TOPIC
USAGE,JJ,NN,French,test language,False,COMPARE
COMPARE,NN,NN,constraint system,statistical model,False,RESULT
COMPARE,NN,NNS,statistical method,taggers,False,COMPARE
USAGE,NNS,NNS,automatic abstracting systems,training resources,True,PART_WHOLE
USAGE,NN,NN,annotation scheme,resource,False,RESULT
MODEL-FEATURE,NNS,NN,subcategorization frames,verb,False,PART_WHOLE
PART_WHOLE,NN,NN,verb,training corpus,False,PART_WHOLE
MODEL-FEATURE,NNS,NNS,lexical conceptual structure (LCS) representations,verbs,False,MODEL-FEATURE
USAGE,NN,NNS,thematic grid tagging,LCS representations,False,COMPARE
USAGE,NNS,NNS,representations,"English, Arabic and Spanish lexicons",False,MODEL-FEATURE
USAGE,NNS,NN,lexicons,operational foreign language tutoring,False,PART_WHOLE
USAGE,NN,NNS,algorithm for translation lexicon acquisition,translation lexicons,False,COMPARE
USAGE,NN,NNS,algorithm,domain-specific translation lexicons,False,USAGE
MODEL-FEATURE,NNS,NN,coordinations,strictly syntactic cross-serial agreement,False,PART_WHOLE
MODEL-FEATURE,NN,NNS,number,nouns,False,COMPARE
PART_WHOLE,NN,NNP,grammatical number,English,False,PART_WHOLE
PART_WHOLE,NN,JJ,grammatical gender,French,False,MODEL-FEATURE
PART_WHOLE,NNP,NNS,English,grammatical sentences,True,MODEL-FEATURE
PART_WHOLE,NNS,NNS,coordinate phrases,conjuncts,True,PART_WHOLE
PART_WHOLE,NNS,NNS,constructions,conjuncts,True,PART_WHOLE
USAGE,NN,NNS,class-oriented framework,paraphrase examples,False,COMPARE
PART_WHOLE,NNS,NN,sentential paraphrases,paraphrase class,False,PART_WHOLE
PART_WHOLE,NN,NN,flexible parser,grammar,True,RESULT
USAGE,NN,NN,construction-specific approach,flexible parsing,False,USAGE
USAGE,NNS,NN,specialized parsing techniques,construction,False,COMPARE
MODEL-FEATURE,NNS,NN,ambiguity representations,ambiguity,False,MODEL-FEATURE
USAGE,NN,NN,construction-specific approach,task-specific language development,False,USAGE
USAGE,NN,NN,Plume's approach to parsing,semantic caseframe instantiation,True,TOPIC
RESULT,NNP,NN,Plume,syntactic coverage,False,COMPARE
PART_WHOLE,NNS,NNS,Languages,words,True,PART_WHOLE
MODEL-FEATURE,NN,NN,meaning,source language text,False,MODEL-FEATURE
USAGE,NN,NNP,translation framework,Situation Theory,True,TOPIC
MODEL-FEATURE,NN,NNS,representation scheme,utterances,False,PART_WHOLE
MODEL-FEATURE,NN,NN,mismatch resolution scheme,information flow,True,TOPIC
USAGE,NN,NNP,translation,English,False,TOPIC
USAGE,NN,NN,Large-scale natural language generation,knowledge,True,TOPIC
USAGE,NN,NN,robust generator,knowledge,True,TOPIC
USAGE,NN,NNS,hybrid generator,statistical methods,True,TOPIC
MODEL-FEATURE,NNS,NN,generators,portability,True,PART_WHOLE
MODEL-FEATURE,NNS,NNS,languages,alphabets,False,PART_WHOLE
COMPARE,NNP,JJ,English,Japanese,False,PART_WHOLE
USAGE,NNS,NN,backwards transliterations,machine,True,PART_WHOLE
USAGE,NN,NN,generative model,transliteration process,False,MODEL-FEATURE
USAGE,NN,NNS,speech processing,finite-state models,True,USAGE
USAGE,NN,NN,finite-state approximation,speech recognition,False,COMPARE
MODEL-FEATURE,NN,NNS,statistical model,Japanese unknown words,False,COMPARE
PART_WHOLE,NNS,NN,character types,word,False,MODEL-FEATURE
PART_WHOLE,NN,NNS,Japanese script,ideograms,True,TOPIC
USAGE,NN,NNS,decision-tree approach,probabilities,False,COMPARE
PART_WHOLE,NNS,NN,words,text,False,PART_WHOLE
MODEL-FEATURE,NN,NNS,full scale two-level morphological description,Turkish word structures,False,COMPARE
PART_WHOLE,NN,NNS,root word lexicon,roots words,True,TOPIC
MODEL-FEATURE,VB,NN,Turkish,agglutinative language,False,MODEL-FEATURE
MODEL-FEATURE,NNS,NNS,surface realizations,morphological constructions,False,COMPARE
USAGE,NNS,NNS,text applications,common text processing modules,True,PART_WHOLE
TOPIC,NNS,NN,user interface styles or conventions,TIPSTER Architecture specification,True,PART_WHOLE
USAGE,NNS,NNS,TIPSTER applications,Graphical User Interface (GUI) functions,True,PART_WHOLE
USAGE,NNP,NNP,GUIs,CRL's TIPSTER User Interface Toolkit,True,TOPIC
USAGE,NN,NNS,software library,multilingual TIPSTER user interfaces,False,COMPARE
USAGE,NN,NNS,deep processing,shallow techniques,True,TOPIC
PART_WHOLE,NN,NN,NLP system,linguistic PoS tagger and chunker,True,TOPIC
MODEL-FEATURE,NN,NN,robustness,linguistic processing,False,RESULT
RESULT,NN,NN,precision,grammar,True,PART_WHOLE
